launch_id,mission_name,launch_date,status,vehicle,mission_type,launch_pad,launch_site
a6db1e67-5860-47c9-a674-adc0f35b62e0,Falcon 9 Block 5 | Transporter 17 (Dedicated SSO Rideshare),2026-07-07 07:12:00+00:00,Launch Successful,Falcon 9 Block 5,Rideshare,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
1ef27ca1-af91-48bb-b934-3da5abd9f711,Falcon 9 Block 5 | Starlink Group 10-50,2026-07-05 10:50:00+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
491122a3-3eff-42db-aff3-424b3431fc0b,Falcon 9 Block 5 | Starlink Group 17-46,2026-07-02 02:58:19+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
ce3db8f7-ba9b-4a2a-953c-c6c6ee926541,Falcon 9 Block 5 | Sirius SXM-11,2026-06-29 02:25:00+00:00,Launch Successful,Falcon 9 Block 5,Commercial / Other,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
0740c699-9877-4331-8aef-4e29ea6281c0,Falcon 9 Block 5 | Starlink Group 17-40,2026-06-28 16:09:18+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
a4fb0d1a-2655-4552-b950-f2f6340ef85a,Falcon 9 Block 5 | Starlink Group 17-45,2026-06-25 03:30:38+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
74bf8472-9ba1-42d6-9245-b014f8e91de9,Falcon 9 Block 5 | Project Starfall Demonstration Mission,2026-06-23 10:53:00+00:00,Launch Successful,Falcon 9 Block 5,Commercial / Other,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
de5fbae3-66b9-4bbf-8938-4d55f3318c07,Falcon 9 Block 5 | Starlink Group 17-28,2026-06-21 16:39:06+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
5d4099bf-a0be-4f54-b236-b6ab3aed4146,Falcon 9 Block 5 | NROL-179,2026-06-19 08:50:45+00:00,Launch Successful,Falcon 9 Block 5,Government / National Security,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
c3f48f48-0e0a-4bca-917e-de494cfca35b,Falcon 9 Block 5 | BlueBird 8-10 (Block 2 #3-5),2026-06-17 06:39:00+00:00,Launch Successful,Falcon 9 Block 5,Commercial / Other,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
bad5ea8c-8b17-4cb3-a063-d427fb092275,Falcon 9 Block 5 | Starlink Group 17-54,2026-06-15 15:34:35+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
229267d8-74ca-4d0b-8711-b2efe621fc6b,Falcon 9 Block 5 | Starlink Group 10-54,2026-06-12 12:37:00+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
c7b7e18f-1b42-467e-a8ed-181fb58080e8,Falcon 9 Block 5 | Starlink Group 17-44,2026-06-11 15:05:59+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
114577dc-7617-461c-aaeb-9bd0f64b5a4b,Falcon 9 Block 5 | Starlink Group 10-35,2026-06-08 10:13:50+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
af8d71dd-f439-47b3-91ed-57f959a581e0,Falcon 9 Block 5 | Starlink Group 17-43,2026-06-07 04:24:45+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
cfff5e89-af2e-46b1-9446-7b0f18de4ef7,Falcon 9 Block 5 | Starlink Group 10-43,2026-06-04 10:26:30+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
4936311a-af7c-4b05-8d7b-3eea59fc0f11,Falcon 9 Block 5 | Starlink Group 17-47,2026-06-03 15:40:39+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
a7341350-789e-4f61-99a4-a61ebc40c05b,Falcon 9 Block 5 | Starlink Group 17-41,2026-05-30 15:25:10+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
384fb817-2a18-46ec-b294-613c08ecea52,Falcon 9 Block 5 | Starlink Group 10-53,2026-05-29 12:57:15+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
75a35be5-b3bd-4591-b978-9a876da9fa96,Falcon 9 Block 5 | Starlink Group 17-37,2026-05-26 14:50:34+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
e6159040-124e-4a2a-91db-41f5a48acfd8,Falcon 9 Block 5 | Starlink Group 10-47,2026-05-25 11:48:04+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
ef65c43b-faf9-4adb-9155-289eaabdd097,Falcon 9 Block 5 | Starlink Group 10-31,2026-05-21 10:04:20+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
7ba18bcb-c711-4329-9fc1-7ac017fadfff,Falcon 9 Block 5 | Starlink Group 17-42,2026-05-20 02:46:19+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
e60aa241-1f2c-4459-ba94-2f576c3e5632,Falcon 9 Block 5 | Dragon CRS-2 SpX-34,2026-05-15 22:05:41+00:00,Launch Successful,Falcon 9 Block 5,Crew / Human Spaceflight,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
24f0b5b1-f573-4cc9-8898-1eb7fd5cc0f2,Falcon 9 Block 5 | NROL-172,2026-05-12 02:13:50+00:00,Launch Successful,Falcon 9 Block 5,Government / National Security,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
dd82ccd7-9ab2-410a-ac41-306218015c05,Falcon 9 Block 5 | Starlink Group 17-29,2026-05-06 03:59:19+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
05530ccb-7184-41e7-b2e5-c090b61e0e3a,Falcon 9 Block 5 | CAS500-2 & Others,2026-05-03 07:00:00+00:00,Launch Successful,Falcon 9 Block 5,Commercial / Other,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
b3877a27-7332-47cb-ac46-12a32143081b,Falcon 9 Block 5 | Starlink Group 10-38,2026-05-01 18:06:10+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
6bfe08b4-a35d-4297-8de7-dec0eb678eb6,Falcon 9 Block 5 | Starlink Group 17-36,2026-04-30 02:42:49+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
d3a6d59f-c38d-4fcd-9f5d-b091aa14afa9,Falcon 9 Block 5 | Starlink Group 17-16,2026-04-26 14:37:09+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
20418dc6-1870-4018-adda-1e6156717f02,Falcon 9 Block 5 | Starlink Group 17-14,2026-04-23 03:23:09+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
2c5686ec-b0fd-4987-935d-587e3c85fa2d,Falcon 9 Block 5 | GPS III SV10,2026-04-21 06:53:25+00:00,Launch Successful,Falcon 9 Block 5,Government / National Security,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
0727a92f-0a9c-4e01-9bf4-1dc698e17e6b,Falcon 9 Block 5 | Starlink Group 17-22,2026-04-19 16:03:09+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
7cb38bf5-6e8b-4325-be4e-3d226be5eada,Falcon 9 Block 5 | Starlink Group 17-27,2026-04-15 04:29:49+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
5352577c-d94a-4e68-a0c8-b0b684621a4f,Falcon 9 Block 5 | Starlink Group 10-24,2026-04-14 09:33:10+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
5ed6ab75-8c5b-4013-93e1-1deb56b14f1d,Falcon 9 Block 5 | Cygnus CRS-2 NG-24 (S.S. Steven R. Nagel),2026-04-11 11:41:21+00:00,Launch Successful,Falcon 9 Block 5,Crew / Human Spaceflight,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
f6c9396f-5f02-49e6-a847-83e4c774e0e9,Falcon 9 Block 5 | Starlink Group 17-21,2026-04-11 05:04:19+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
becc7e9c-72cc-4eb5-a638-1af4491a5729,Falcon 9 Block 5 | Starlink Group 17-35,2026-04-07 02:50:39+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
63aa7636-d2b7-457f-a3e6-27e564e42941,Falcon 9 Block 5 | Starlink Group 10-58,2026-04-02 11:55:10+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
10fbecb2-7624-44bc-85ce-9a22b9b9f2ec,Falcon 9 Block 5 | Starlink Group 10-44,2026-03-30 21:15:00+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
fd4ba54a-df30-4318-a79b-2f9d6a38acc5,Falcon 9 Block 5 | Transporter 16 (Dedicated SSO Rideshare),2026-03-30 11:02:00+00:00,Launch Successful,Falcon 9 Block 5,Rideshare,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
37dd4870-43df-4a28-9d14-0e088ddc1d2a,Falcon 9 Block 5 | Starlink Group 17-17,2026-03-26 23:03:19+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
2ab15fcb-7a74-429d-bab0-43635b723cfd,Falcon 9 Block 5 | Starlink Group 10-62,2026-03-22 14:47:00+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
1ca3ea18-b25b-4aad-9f6a-60a6434a8fa7,Falcon 9 Block 5 | Starlink Group 17-15,2026-03-20 21:51:49+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
890f714a-aa3c-487f-ae81-b7e654276cd5,Falcon 9 Block 5 | Starlink Group 10-33,2026-03-19 14:20:10+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
f5df8e48-7612-4757-bd1b-cdb5b5a1936b,Falcon 9 Block 5 | Starlink Group 10-46,2026-03-17 13:27:34+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
42e15d83-d3b0-469d-9d58-580d242f364f,Falcon 9 Block 5 | Starlink Group 17-24,2026-03-17 05:19:09+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
6f2868b8-1000-48e5-893b-700c1371b4fb,Falcon 9 Block 5 | Starlink Group 10-48,2026-03-14 12:37:10+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
d44f47c7-5e3e-40fb-9d10-b6e851acf81a,Falcon 9 Block 5 | Starlink Group 17-31,2026-03-13 14:57:59+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
8701f102-a33e-450b-87b1-660679aab736,Falcon 9 Block 5 | EchoStar 25,2026-03-10 04:19:00+00:00,Launch Successful,Falcon 9 Block 5,Commercial / Other,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
12e62caf-f4aa-4f28-a3bd-f9c8a44b707d,Falcon 9 Block 5 | Starlink Group 17-18,2026-03-08 11:00:19+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
5d5e17f4-292b-45f6-ab53-05437cf63ce0,Falcon 9 Block 5 | Starlink Group 10-40,2026-03-04 10:52:20+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
3f71a8a7-118f-460c-953b-984de24aba5c,Falcon 9 Block 5 | Starlink Group 10-41,2026-03-02 02:56:40+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
887eb3dc-ead1-4fef-87a1-b490e780f43a,Falcon 9 Block 5 | Starlink Group 17-23,2026-03-01 10:10:39+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
aeccc82e-4a01-46dc-a893-1d6d098973e2,Falcon 9 Block 5 | Starlink Group 6-108,2026-02-27 12:16:10+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
742daf86-0810-4df5-8a7d-1ff72a14e261,Falcon 9 Block 5 | Starlink Group 17-26,2026-02-25 14:17:49+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
db5c6392-a8b5-4f97-8a38-cc147f086f00,Falcon 9 Block 5 | Starlink Group 6-110,2026-02-24 23:04:10+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
49532577-7d26-49df-ada3-12a85bb8189e,Falcon 9 Block 5 | Starlink Group 6-104,2026-02-22 03:47:10+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
7442d6d7-91a1-4c30-a759-3a6c16ce896c,Falcon 9 Block 5 | Starlink Group 17-25,2026-02-21 09:04:19+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
57cc5e9e-97c2-4833-8bcd-e4e62ce63ec6,Falcon 9 Block 5 | Starlink Group 10-36,2026-02-20 01:41:40+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
a0ed15aa-4d23-48ac-a712-950228663b43,Falcon 9 Block 5 | Starlink Group 6-103,2026-02-16 07:59:40+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
041e2143-60b6-4f22-a971-8336ac096bea,Falcon 9 Block 5 | Starlink Group 17-13,2026-02-15 01:59:59+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
862b54e3-7bf8-48e5-8cd1-d77257d5fde9,Falcon 9 Block 5 | Crew-12,2026-02-13 10:15:56+00:00,Launch Successful,Falcon 9 Block 5,Crew / Human Spaceflight,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
d9c4e13d-abab-4ddc-9821-710a81d54e57,Falcon 9 Block 5 | Starlink Group 17-34,2026-02-11 17:11:29+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
5fd638a9-8676-4981-b398-18db6fb4e2be,Falcon 9 Block 5 | Starlink Group 17-33,2026-02-07 20:58:09+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
d0949d55-3057-4eda-a5d8-cee5b0a7d3ce,Falcon 9 Block 5 | Starlink Group 17-32,2026-02-02 15:47:11+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
5d4e8970-46cd-4c5e-9b9b-391eeb0700a6,Falcon 9 Block 5 | Starlink Group 6-101,2026-01-30 07:22:00+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
5b32bfe3-2816-4a86-bf82-710d0b3660d2,Falcon 9 Block 5 | Starlink Group 17-19,2026-01-29 17:53:20+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
98f70f28-397a-4c0d-aeb2-e7f8a88e0323,Falcon 9 Block 5 | GPS III SV09,2026-01-28 04:53:16+00:00,Launch Successful,Falcon 9 Block 5,Government / National Security,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
90a7b825-ea15-41a2-a9d3-eb532a37e499,Falcon 9 Block 5 | Starlink Group 17-20,2026-01-25 17:30:39+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
18292387-fbeb-43ac-97a0-1ade50bd68f1,Falcon 9 Block 5 | Starlink Group 17-30,2026-01-22 05:47:29+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
13979f7e-c835-4813-860f-915c8ce9e784,Falcon 9 Block 5 | Starlink Group 6-100,2026-01-18 23:31:40+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
1cdbe42e-22bb-470e-9107-edcc4c902ee5,Falcon 9 Block 5 | NROL-105,2026-01-17 04:39:51+00:00,Launch Successful,Falcon 9 Block 5,Government / National Security,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
b8d9ff2b-a972-4e50-8fff-6c189dbe34cd,Falcon 9 Block 5 | Starlink Group 6-98,2026-01-14 18:08:20+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
0fb47674-d5c3-4681-ae0a-bff4c8e43d6a,Falcon 9 Block 5 | Starlink Group 6-97,2026-01-12 21:08:20+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
02700e48-65c6-4a95-8b97-c47152302283,Falcon 9 Block 5 | Pandora / Twilight rideshare mission,2026-01-11 13:44:50+00:00,Launch Successful,Falcon 9 Block 5,Commercial / Other,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
7e36b745-9e50-43ce-9911-ee33aa540f72,Falcon 9 Block 5 | Starlink Group 6-96,2026-01-09 21:41:00+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
ae315ab0-ecda-4c54-99c6-0a8818f55b0d,Falcon 9 Block 5 | Starlink Group 6-88,2026-01-04 06:48:10+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
63ddb2d1-8369-4681-8a50-e95819150382,Falcon 9 Block 5 | CSG-3,2026-01-03 02:09:16+00:00,Launch Successful,Falcon 9 Block 5,Commercial / Other,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
0b5da6e2-9141-427b-ab22-bcdd3ca6520a,Falcon 9 Block 5 | Starlink Group 15-13,2025-12-17 15:27:50+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
9d12fbac-53de-4517-9191-4697fbc07dd2,Falcon 9 Block 5 | Starlink Group 6-99,2025-12-17 13:42:10+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Launch Complex 39A,"Kennedy Space Center, FL, USA"
49e52470-1dd4-45a9-b549-cfb417031823,Falcon 9 Block 5 | Starlink Group 6-82,2025-12-15 05:25:10+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
faf4a0bc-7dad-4842-b74c-73a9f648b5cc,Falcon 9 Block 5 | Starlink Group 15-12,2025-12-14 05:49:00+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
bea05b91-9cfa-48da-8fe0-c85c902f25ee,Falcon 9 Block 5 | Starlink Group 6-90,2025-12-11 22:01:20+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
a5f8ab2c-6a2c-4b83-a866-e6cd5bf63545,Falcon 9 Block 5 | Starlink Group 15-11,2025-12-10 11:40:30+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
c203e807-0955-4e32-abfe-d5c71cdf5c31,Falcon 9 Block 5 | NROL-77,2025-12-09 19:16:25+00:00,Launch Successful,Falcon 9 Block 5,Government / National Security,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
c1fb73cf-ad9a-4305-bd11-d61fff369afe,Falcon 9 Block 5 | Starlink Group 6-92,2025-12-08 22:26:10+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Launch Complex 39A,"Kennedy Space Center, FL, USA"
e9a5374e-b091-45dc-830c-d2ffa1b1ed47,Falcon 9 Block 5 | Starlink Group 11-15,2025-12-07 17:58:30+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
880a7824-95c4-4724-91bf-83f2a5cba740,Falcon 9 Block 5 | Starlink Group 11-25,2025-12-04 20:42:20+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
d1ee3587-a7f7-455c-9dc3-1624352262b4,Falcon 9 Block 5 | Starlink Group 6-95,2025-12-02 22:18:50+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 40,"Cape Canaveral SFS, FL, USA"
2ad305ca-ca76-4383-9a6c-b6ee6dde7133,Falcon 9 Block 5 | Starlink Group 15-10,2025-12-02 05:28:20+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
4d61413a-5fb6-4d68-8719-d247e95a76bd,Falcon 9 Block 5 | Starlink Group 6-86,2025-12-01 07:44:10+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Launch Complex 39A,"Kennedy Space Center, FL, USA"
dc4c201e-b11d-4650-91cc-ecc2eec95598,Falcon 9 Block 5 | Transporter 15 (Dedicated SSO Rideshare),2025-11-28 18:44:30+00:00,Launch Successful,Falcon 9 Block 5,Rideshare,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
8cda58f9-3fe2-43dc-8fa3-3125cbc9a754,Falcon 9 Block 5 | Starlink Group 11-30,2025-11-23 08:48:00+00:00,Launch Successful,Falcon 9 Block 5,Starlink,Space Launch Complex 4E,"Vandenberg SFB, CA, USA"
